prod_inchi,prod_mults,reac_inchi,reac_mults
"InChI=1S/2C7H15O/c2*1-3-5-7(8)6-4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;7H,3-6H2,1-2H3",2_2
"InChI=1S/C7H15O.CH3O/c1-2-3-4-5-6-7-8;1-2/h2-7H2,1H3;1H3",2_2,"InChI=1S/C7H15O2.CH3/c1-2-3-4-5-6-7-9-8;/h2-7H2,1H3;1H3",2_2
"InChI=1S/C7H15O.CH3O/c1-3-4-5-6-7(2)8;1-2/h7H,3-6H2,1-2H3;1H3",2_2,"InChI=1S/C7H15O2.CH3/c1-3-4-5-6-7(2)9-8;/h7H,3-6H2,1-2H3;1H3",2_2
"InChI=1S/C7H15O.CH3O/c1-3-5-6-7(8)4-2;1-2/h7H,3-6H2,1-2H3;1H3",2_2,"InChI=1S/C7H15O2.CH3/c1-3-5-6-7(4-2)9-8;/h7H,3-6H2,1-2H3;1H3",2_2
"InChI=1S/C7H15O.CH3O/c1-3-5-7(8)6-4-2;1-2/h7H,3-6H2,1-2H3;1H3",2_2,"InChI=1S/C7H15O2.CH3/c1-3-5-7(9-8)6-4-2;/h7H,3-6H2,1-2H3;1H3",2_2
"InChI=1S/C7H15O.C2H5O/c1-2-3-4-5-6-7-8;1-2-3/h2-7H2,1H3;2H2,1H3",2_2,"InChI=1S/C7H15O2.C2H5/c1-2-3-4-5-6-7-9-8;1-2/h2-7H2,1H3;1H2,2H3",2_2
"InChI=1S/C7H15O.C2H5O/c1-3-4-5-6-7(2)8;1-2-3/h7H,3-6H2,1-2H3;2H2,1H3",2_2,"InChI=1S/C7H15O2.C2H5/c1-3-4-5-6-7(2)9-8;1-2/h7H,3-6H2,1-2H3;1H2,2H3",2_2
"InChI=1S/C7H15O.C2H5O/c1-3-5-6-7(8)4-2;1-2-3/h7H,3-6H2,1-2H3;2H2,1H3",2_2,"InChI=1S/C7H15O2.C2H5/c1-3-5-6-7(4-2)9-8;1-2/h7H,3-6H2,1-2H3;1H2,2H3",2_2
"InChI=1S/C7H15O.C2H5O/c1-3-5-7(8)6-4-2;1-2-3/h7H,3-6H2,1-2H3;2H2,1H3",2_2,"InChI=1S/C7H15O2.C2H5/c1-3-5-7(9-8)6-4-2;1-2/h7H,3-6H2,1-2H3;1H2,2H3",2_2
"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h6,8H,2-5,7H2,1H3",2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",2
"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h5,8H,2-4,6-7H2,1H3",2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",2
"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h4,8H,2-3,5-7H2,1H3",2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",2
"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h3,8H,2,4-7H2,1H3",2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",2
"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7-8H,2-6H2,1H3",2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h5,7-8H,3-4,6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h4,7-8H,3,5-6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,4-6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,2-6H2,1H3",2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,3,5-6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h5,7-8H,3-4,6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,4-6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,1,3-6H2,2H3",2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,3-6H2,2H3",2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,4-6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h5,7-8H,3-4,6H2,1-2H3",2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3H,1,4-7H2,2H3;1H",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3H,1,4-7H2,2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3,5H,4,6-7H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3,5H,4,6-7H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h5,7H,3-4,6H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h5,7H,3-4,6H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H15O2.HO2/c1-2-3-4-5-6-7-9-8;1-2/h2-7H2,1H3;1H",2_2,"InChI=1S/C7H16O2.O2/c1-2-3-4-5-6-7-9-8;1-2/h8H,2-7H2,1H3;",1_3
"InChI=1S/C7H15O2.HO2/c1-3-4-5-6-7(2)9-8;1-2/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16O2.O2/c1-3-4-5-6-7(2)9-8;1-2/h7-8H,3-6H2,1-2H3;",1_3
"InChI=1S/C7H15O2.HO2/c1-3-5-6-7(4-2)9-8;1-2/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h7-8H,3-6H2,1-2H3;",1_3
"InChI=1S/C7H15O2.HO2/c1-3-5-7(9-8)6-4-2;1-2/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16O2.O2/c1-3-5-7(9-8)6-4-2;1-2/h7-8H,3-6H2,1-2H3;",1_3
"InChI=1S/C7H15O2.H2O2/c1-2-3-4-5-6-7-9-8;1-2/h2-7H2,1H3;1-2H",2_1,"InChI=1S/C7H16O2.HO2/c1-2-3-4-5-6-7-9-8;1-2/h8H,2-7H2,1H3;1H",1_2
"InChI=1S/C7H15O2.H2O2/c1-3-4-5-6-7(2)9-8;1-2/h7H,3-6H2,1-2H3;1-2H",2_1,"InChI=1S/C7H16O2.HO2/c1-3-4-5-6-7(2)9-8;1-2/h7-8H,3-6H2,1-2H3;1H",1_2
"InChI=1S/C7H15O2.H2O2/c1-3-5-6-7(4-2)9-8;1-2/h7H,3-6H2,1-2H3;1-2H",2_1,"InChI=1S/C7H16O2.HO2/c1-3-5-6-7(4-2)9-8;1-2/h7-8H,3-6H2,1-2H3;1H",1_2
"InChI=1S/C7H15O2.H2O2/c1-3-5-7(9-8)6-4-2;1-2/h7H,3-6H2,1-2H3;1-2H",2_1,"InChI=1S/C7H16O2.HO2/c1-3-5-7(9-8)6-4-2;1-2/h7-8H,3-6H2,1-2H3;1H",1_2
"InChI=1S/C7H16O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h8H,2-7H2,1H3;1,3-7H2,2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h8H,2-7H2,1H3;3H,4-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h8H,2-7H2,1H3;5H,3-4,6-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h8H,2-7H2,1H3;7H,3-6H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;1,3-7H2,2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;3H,4-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;5H,3-4,6-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;7H,3-6H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;1,3-7H2,2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;3H,4-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;5H,3-4,6-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;7H,3-6H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;1,3-7H2,2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;3H,4-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;5H,3-4,6-7H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H16O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7-8H,3-6H2,1-2H3;7H,3-6H2,1-2H3",1_2,"InChI=1S/C7H15O2.C7H16/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3-7H2,1-2H3",2_1
"InChI=1S/C7H15O.HO/c1-2-3-4-5-6-7-8;/h2-7H2,1H3;1H",2_2,"InChI=1S/C7H16O2/c1-2-3-4-5-6-7-9-8/h8H,2-7H2,1H3",1
"InChI=1S/C7H15O.HO/c1-3-4-5-6-7(2)8;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16O2/c1-3-4-5-6-7(2)9-8/h7-8H,3-6H2,1-2H3",1
"InChI=1S/C7H15O.HO/c1-3-5-6-7(8)4-2;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16O2/c1-3-5-6-7(4-2)9-8/h7-8H,3-6H2,1-2H3",1
"InChI=1S/C7H15O.HO/c1-3-5-7(8)6-4-2;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16O2/c1-3-5-7(9-8)6-4-2/h7-8H,3-6H2,1-2H3",1
"InChI=1S/C7H14O.HO/c1-2-3-4-5-7-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h6,8H,2-5,7H2,1H3",2
"InChI=1S/C7H14O.HO/c1-2-3-4-7-5-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h5,8H,2-4,6-7H2,1H3",2
"InChI=1S/C7H14O.HO/c1-2-4-7-5-3-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h4,8H,2-3,5-7H2,1H3",2
"InChI=1S/C7H14O.HO/c1-2-7-5-3-4-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h3,8H,2,4-7H2,1H3",2
"InChI=1S/C7H14O.HO/c1-2-3-4-5-7-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7-8H,2-6H2,1H3",2
"InChI=1S/C7H14O.HO/c1-3-4-5-7-6(2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h6-8H,3-5H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-3-4-7-5-6(2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h5,7-8H,3-4,6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-3-7-5-4-6(2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h4,7-8H,3,5-6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-6-4-3-5-7(2)8-6;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,4-6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-2-3-4-7-5-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,2-6H2,1H3",2
"InChI=1S/C7H14O.HO/c1-3-4-5-7-6(2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,3,5-6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-3-5-7-6(4-2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h6-8H,3-5H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-3-6-5-7(4-2)8-6;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h5,7-8H,3-4,6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-3-7-5-4-6(2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,4-6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-2-7-5-3-4-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,1,3-6H2,2H3",2
"InChI=1S/C7H14O.HO/c1-2-4-7-5-3-6-8-7;/h7H,2-6H2,1H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,3-6H2,2H3",2
"InChI=1S/C7H14O.HO/c1-3-4-7-5-6(2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,4-6H2,1-2H3",2
"InChI=1S/C7H14O.HO/c1-3-5-7-6(4-2)8-7;/h6-7H,3-5H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h5,7-8H,3-4,6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3H,1,4-7H2,2H3;1H",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h6,8H,2-5,7H2,1H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3H,1,4-7H2,2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7-8H,2-6H2,1H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3,5H,4,6-7H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h6-8H,3-5H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3,5H,4,6-7H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,3,5-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h5,7H,3-4,6H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h6-8H,3-5H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h5,7H,3-4,6H2,1-2H3;1H",1_2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h5,7-8H,3-4,6H2,1-2H3",2
"InChI=1S/C5H10.C2H5O2/c1-3-5-4-2;1-2-4-3/h3H,1,4-5H2,2H3;3H,1-2H2",1_2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h4,8H,2-3,5-7H2,1H3",2
"InChI=1S/C4H8.C3H7O2/c1-3-4-2;1-3(2)5-4/h3H,1,4H2,2H3;3-4H,1H2,2H3",1_2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h4,7-8H,3,5-6H2,1-2H3",2
"InChI=1S/C4H9O2.C3H6/c1-3-4(2)6-5;1-3-2/h4-5H,2-3H2,1H3;3H,1H2,2H3",2_1,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,4-6H2,1-2H3",2
"InChI=1S/C5H11O2.C2H4/c1-3-4-5(2)7-6;1-2/h5-6H,2-4H2,1H3;1-2H2",2_1,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,3-6H2,2H3",2
"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7-8H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-2-3-4-5-6-7-9-8;1-2/h6,8H,2-5,7H2,1H3;",2_3
"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-8H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-2-3-4-5-6-7-9-8;1-2/h5,8H,2-4,6-7H2,1H3;",2_3
"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-8H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-2-3-4-5-6-7-9-8;1-2/h4,8H,2-3,5-7H2,1H3;",2_3
"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-8H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-2-3-4-5-6-7-9-8;1-2/h3,8H,2,4-7H2,1H3;",2_3
"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7,9H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-3-4-5-6-7(2)9-8;1-2/h7-8H,2-6H2,1H3;",2_3
"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-4-5-6-7(2)9-8;1-2/h6-8H,3-5H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-4-5-6-7(2)9-8;1-2/h5,7-8H,3-4,6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-4-5-6-7(2)9-8;1-2/h4,7-8H,3,5-6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-4-5-6-7(2)9-8;1-2/h3,7-8H,4-6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7,9H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h7-8H,2-6H2,1H3;",2_3
"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-7,9H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h4,7-8H,3,5-6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h6-8H,3-5H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-8H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h5,7-8H,3-4,6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-7,9H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h3,7-8H,4-6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7,9H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-6-7(4-2)9-8;1-2/h7-8H,1,3-6H2,2H3;",2_3
"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7,9H,2-6H2,1H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-7(9-8)6-4-2;1-2/h7-8H,1,3-6H2,2H3;",2_3
"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-7,9H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-7(9-8)6-4-2;1-2/h3,7-8H,4-6H2,1-2H3;",2_3
"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-7,9H,3-5H2,1-2H3",2,"InChI=1S/C7H15O2.O2/c1-3-5-7(9-8)6-4-2;1-2/h5,7-8H,3-4,6H2,1-2H3;",2_3
"InChI=1S/C7H14O3.HO/c1-2-3-4-5-7(6-8)10-9;/h6-7,9H,2-5H2,1H3;1H",1_2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7-8H,2-6H2,1H3",2
"InChI=1S/C7H14O3.HO/c1-2-3-4-7(10-9)5-6-8;/h6-7,9H,2-5H2,1H3;1H",1_2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-8H,2-6H2,1H3",2
"InChI=1S/C7H14O3.HO/c1-2-4-7(10-9)5-3-6-8;/h6-7,9H,2-5H2,1H3;1H",1_2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-8H,2-6H2,1H3",2
